,step,infected_agents,exposed_agents,recovered_agents,dead_agents,asympt_agents
,1066,11,0,0,0,11
,1067,11,0,0,0,11
,1068,11,0,0,0,11
,1069,11,0,0,0,11
,1070,11,0,0,0,11
,1071,11,0,0,0,11
,1072,11,0,0,0,11
,1073,11,0,0,0,11
,1074,11,0,0,0,11
,1075,11,0,0,0,11
,1076,11,0,0,0,11
,1077,11,0,0,0,11
,1078,11,0,0,0,11
,1079,11,0,0,0,11
,1080,11,0,0,0,11
,1081,11,0,0,0,11
,1082,11,0,0,0,11
,1083,11,0,0,0,11
,1084,11,0,0,0,11
,1085,11,0,0,0,11
,1086,11,0,0,0,11
,1087,11,0,0,0,11
,1088,11,0,0,0,11
,1089,11,0,0,0,11
,1090,11,0,0,0,11
,1091,11,0,0,0,11
,1092,11,0,0,0,11
,1093,11,0,0,0,11
,1094,11,0,0,0,11
,1095,11,0,0,0,11
,1096,11,0,0,0,11
,1097,11,0,0,0,11
,1098,11,0,0,0,11
,1099,11,0,0,0,11
,1100,11,0,0,0,11
,1101,11,0,0,0,11
,1102,11,0,0,0,11
,1103,11,0,0,0,11
,1104,11,0,0,0,11
,1105,11,0,0,0,11
,1106,11,0,0,0,11
,1107,11,0,0,0,11
,1108,11,0,0,0,11
,1109,11,0,0,0,11
,1110,11,0,0,0,11
,1111,11,0,0,0,11
,1112,11,0,0,0,11
,1113,11,0,0,0,11
,1114,11,0,0,0,11
,1115,11,0,0,0,11
,1116,11,0,0,0,11
,1117,11,0,0,0,11
,1118,11,0,0,0,11
,1119,11,0,0,0,11
,1120,11,0,0,0,11
,1121,11,0,0,0,11
,1122,11,0,0,0,11
,1123,11,0,0,0,11
,1124,11,0,0,0,11
,1125,11,0,0,0,11
,1126,11,0,0,0,11
,1127,11,0,0,0,11
,1128,11,0,0,0,11
,1129,11,0,0,0,11
,1130,11,0,0,0,11
,1131,11,0,0,0,11
,1132,11,0,0,0,11
,1133,11,0,0,0,11
,1134,11,0,0,0,11
,1135,11,0,0,0,11
,1136,11,0,0,0,11
,1137,11,0,0,0,11
,1138,11,0,0,0,11
,1139,11,0,0,0,11
,1140,11,0,0,0,11
,1141,11,0,0,0,11
,1142,11,0,0,0,11
,1143,11,0,0,0,11
,1144,11,0,0,0,11
,1145,11,0,0,0,11
,1146,11,0,0,0,11
,1147,11,0,0,0,11
,1148,11,0,0,0,11
,1149,11,0,0,0,11
,1150,11,0,0,0,11
,1151,11,0,0,0,11
,1152,11,0,0,0,11
,1153,11,0,0,0,11
,1154,11,0,0,0,11
,1155,11,0,0,0,11
,1156,11,0,0,0,11
,1157,11,0,0,0,11
,1158,11,0,0,0,11
,1159,11,0,0,0,11
,1160,11,0,0,0,11
,1161,11,0,0,0,11
,1162,11,0,0,0,11
,1163,11,0,0,0,11
,1164,11,0,0,0,11
,1165,11,0,0,0,11
,1166,11,0,0,0,11
,1167,11,0,0,0,11
,1168,11,0,0,0,11
,1169,11,0,0,0,11
,1170,11,0,0,0,11
,1171,11,0,0,0,11
,1172,11,0,0,0,11
,1173,11,0,0,0,11
,1174,11,0,0,0,11
,1175,11,0,0,0,11
,1176,11,0,0,0,11
,1177,11,0,0,0,11
,1178,11,0,0,0,11
,1179,11,0,0,0,11
,1180,11,0,0,0,11
,1181,11,0,0,0,11
,1182,11,0,0,0,11
,1183,11,0,0,0,11
,1184,11,0,0,0,11
,1185,11,0,0,0,11
,1186,11,0,0,0,11
,1187,11,0,0,0,11
,1188,11,0,0,0,11
,1189,11,0,0,0,11
,1190,11,0,0,0,11
,1191,11,0,0,0,11
,1192,11,0,0,0,11
,1193,11,0,0,0,11
,1194,11,0,0,0,11
,1195,11,0,0,0,11
,1196,11,0,0,0,11
,1197,11,0,0,0,11
,1198,11,0,0,0,11
,1199,11,0,0,0,11
,1200,11,0,0,0,11
,1201,11,0,0,0,11
,1202,11,0,0,0,11
,1203,11,0,0,0,11
,1204,11,0,0,0,11
,1205,11,0,0,0,11
,1206,11,0,0,0,11
,1207,11,0,0,0,11
,1208,11,0,0,0,11
,1209,11,0,0,0,11
,1210,11,0,0,0,11
,1211,11,0,0,0,11
,1212,11,0,0,0,11
,1213,11,0,0,0,11
,1214,11,0,0,0,11
,1215,11,0,0,0,11
,1216,11,0,0,0,11
,1217,11,0,0,0,11
,1218,11,0,0,0,11
,1219,11,0,0,0,11
,1220,11,0,0,0,11
,1221,11,0,0,0,11
,1222,11,0,0,0,11
,1223,11,0,0,0,11
,1224,11,0,0,0,11
,1225,11,0,0,0,11
,1226,11,0,0,0,11
,1227,11,0,0,0,11
,1228,11,0,0,0,11
,1229,11,0,0,0,11
,1230,11,0,0,0,11
,1231,11,0,0,0,11
,1232,11,0,0,0,11
,1233,11,0,0,0,11
,1234,11,0,0,0,11
,1235,11,0,0,0,11
,1236,11,0,0,0,11
,1237,11,0,0,0,11
,1238,11,0,0,0,11
,1239,11,0,0,0,11
,1240,11,0,0,0,11
,1241,11,0,0,0,11
,1242,11,0,0,0,11
,1243,11,0,0,0,11
,1244,11,0,0,0,11
,1245,11,0,0,0,11
,1246,11,0,0,0,11
,1247,11,0,0,0,11
,1248,11,0,0,0,11
,1249,11,0,0,0,11
,1250,11,0,0,0,11
,1251,11,0,0,0,11
,1252,11,0,0,0,11
,1253,11,0,0,0,11
,1254,11,0,0,0,11
,1255,11,0,0,0,11
,1256,11,0,0,0,11
,1257,11,0,0,0,11
,1258,11,0,0,0,11
,1259,11,0,0,0,11
,1260,11,0,0,0,11
,1261,11,0,0,0,11
,1262,11,0,0,0,11
,1263,11,0,0,0,11
,1264,11,0,0,0,11
,1265,11,0,0,0,11
,1266,11,0,0,0,11
,1267,11,0,0,0,11
,1268,11,0,0,0,11
,1269,11,0,0,0,11
,1270,11,0,0,0,11
,1271,11,0,0,0,11
,1272,11,0,0,0,11
,1273,11,0,0,0,11
,1274,11,0,0,0,11
,1275,11,0,0,0,11
,1276,11,0,0,0,11
,1277,11,0,0,0,11
,1278,11,0,0,0,11
,1279,11,0,0,0,11
,1280,11,0,0,0,11
,1281,11,0,0,0,11
,1282,11,0,0,0,11
,1283,11,0,0,0,11
,1284,11,0,0,0,11
,1285,11,0,0,0,11
,1286,11,0,0,0,11
,1287,11,0,0,0,11
,1288,11,0,0,0,11
,1289,11,0,0,0,11
,1290,11,0,0,0,11
,1291,11,0,0,0,11
,1292,11,0,0,0,11
,1293,11,0,0,0,11
,1294,11,0,0,0,11
,1295,11,0,0,0,11
,1296,11,0,0,0,11
,1297,11,0,0,0,11
,1298,11,0,0,0,11
,1299,11,0,0,0,11
,1300,11,0,0,0,11
,1301,11,0,0,0,11
,1302,11,0,0,0,11
,1303,11,0,0,0,11
,1304,11,0,0,0,11
,1305,11,0,0,0,11
,1306,11,0,0,0,11
,1307,11,0,0,0,11
,1308,11,0,0,0,11
,1309,11,0,0,0,11
,1310,11,0,0,0,11
,1311,11,0,0,0,11
,1312,11,0,0,0,11
,1313,11,0,0,0,11
,1314,11,0,0,0,11
,1315,11,0,0,0,11
,1316,11,0,0,0,11
,1317,11,0,0,0,11
,1318,11,0,0,0,11
,1319,11,0,0,0,11
,1320,11,0,0,0,11
,1321,11,0,0,0,11
,1322,11,0,0,0,11
,1323,11,0,0,0,11
,1324,11,0,0,0,11
,1325,11,0,0,0,11
,1326,11,0,0,0,11
,1327,11,0,0,0,11
,1328,11,0,0,0,11
,1329,11,0,0,0,11
,1330,11,0,0,0,11
,1331,11,0,0,0,11
,1332,11,0,0,0,11
,1333,11,0,0,0,11
,1334,11,0,0,0,11
,1335,11,0,0,0,11
,1336,11,0,0,0,11
,1337,11,0,0,0,11
,1338,11,0,0,0,11
,1339,11,0,0,0,11
,1340,11,0,0,0,11
,1341,11,0,0,0,11
,1342,11,0,0,0,11
,1343,11,0,0,0,11
,1344,11,0,0,0,11
,1345,11,0,0,0,11
,1346,11,0,0,0,11
,1347,11,0,0,0,11
,1348,11,0,0,0,11
,1349,11,0,0,0,11
,1350,11,0,0,0,11
,1351,11,0,0,0,11
,1352,11,0,0,0,11
,1353,11,0,0,0,11
,1354,11,0,0,0,11
,1355,11,0,0,0,11
,1356,11,0,0,0,11
,1357,11,0,0,0,11
,1358,11,0,0,0,11
,1359,11,0,0,0,11
,1360,11,0,0,0,11
,1361,11,0,0,0,11
,1362,11,0,0,0,11
,1363,11,0,0,0,11
,1364,11,0,0,0,11
,1365,11,0,0,0,11
,1366,11,0,0,0,11
,1367,11,0,0,0,11
,1368,11,0,0,0,11
,1369,11,0,0,0,11
,1370,11,0,0,0,11
,1371,11,0,0,0,11
,1372,11,0,0,0,11
,1373,11,0,0,0,11
,1374,11,0,0,0,11
,1375,11,0,0,0,11
,1376,11,0,0,0,11
,1377,11,0,0,0,11
,1378,11,0,0,0,11
,1379,11,0,0,0,11
,1380,11,0,0,0,11
,1381,11,0,0,0,11
,1382,11,0,0,0,11
,1383,11,0,0,0,11
,1384,11,0,0,0,11
,1385,11,0,0,0,11
,1386,11,0,0,0,11
,1387,11,0,0,0,11
,1388,11,0,0,0,11
,1389,11,0,0,0,11
,1390,11,0,0,0,11
,1391,11,0,0,0,11
,1392,11,0,0,0,11
,1393,11,0,0,0,11
,1394,11,0,0,0,11
,1395,11,0,0,0,11
,1396,11,0,0,0,11
,1397,11,0,0,0,11
,1398,11,0,0,0,11
,1399,11,0,0,0,11
,1400,11,0,0,0,11
,1401,11,0,0,0,11
,1402,11,0,0,0,11
,1403,11,0,0,0,11
,1404,11,0,0,0,11
,1405,11,0,0,0,11
,1406,11,0,0,0,11
,1407,11,0,0,0,11
,1408,11,0,0,0,11
,1409,11,0,0,0,11
,1410,11,0,0,0,11
,1411,11,0,0,0,11
,1412,11,0,0,0,11
,1413,11,0,0,0,11
,1414,11,0,0,0,11
,1415,11,0,0,0,11
,1416,11,0,0,0,11
,1417,11,0,0,0,11
,1418,11,0,0,0,11
,1419,11,0,0,0,11
,1420,11,0,0,0,11
,1421,11,0,0,0,11
,1422,11,0,0,0,11
,1423,11,0,0,0,11
,1424,11,0,0,0,11
,1425,11,0,0,0,11
,1426,11,0,0,0,11
,1427,11,0,0,0,11
,1428,11,0,0,0,11
,1429,11,0,0,0,11
,1430,11,0,0,0,11
,1431,11,0,0,0,11
,1432,11,0,0,0,11
,1433,11,0,0,0,11
,1434,11,0,0,0,11
,1435,11,0,0,0,11
,1436,11,0,0,0,11
,1437,11,0,0,0,11
,1438,11,0,0,0,11
,1439,11,0,0,0,11
,1440,11,0,0,0,11
,1441,11,0,0,0,11
,1442,11,0,0,0,11
,1443,11,0,0,0,11
,1444,11,0,0,0,11
,1445,11,0,0,0,11
,1446,11,0,0,0,11
,1447,11,0,0,0,11
,1448,11,0,0,0,11
,1449,11,0,0,0,11
,1450,11,0,0,0,11
,1451,11,0,0,0,11
,1452,11,0,0,0,11
,1453,11,0,0,0,11
,1454,11,0,0,0,11
,1455,11,0,0,0,11
,1456,11,0,0,0,11
,1457,11,0,0,0,11
,1458,11,0,0,0,11
,1459,11,0,0,0,11
,1460,11,0,0,0,11
,1461,11,0,0,0,11
,1462,11,0,0,0,11
,1463,11,0,0,0,11
,1464,11,0,0,0,11
,1465,11,0,0,0,11
,1466,11,0,0,0,11
,1467,11,0,0,0,11
,1468,11,0,0,0,11
,1469,11,0,0,0,11
,1470,11,0,0,0,11
,1471,11,0,0,0,11
,1472,11,0,0,0,11
,1473,11,0,0,0,11
,1474,11,0,0,0,11
,1475,11,0,0,0,11
,1476,11,0,0,0,11
,1477,11,0,0,0,11
,1478,11,0,0,0,11
,1479,11,0,0,0,11
,1480,11,0,0,0,11
,1481,11,0,0,0,11
,1482,11,0,0,0,11
,1483,11,0,0,0,11
,1484,11,0,0,0,11
,1485,11,0,0,0,11
,1486,11,0,0,0,11
,1487,11,0,0,0,11
,1488,11,0,0,0,11
,1489,11,0,0,0,11
,1490,11,0,0,0,11
,1491,11,0,0,0,11
,1492,11,0,0,0,11
,1493,11,0,0,0,11
,1494,11,0,0,0,11
,1495,11,0,0,0,11
,1496,11,0,0,0,11
,1497,11,0,0,0,11
,1498,11,0,0,0,11
,1499,11,0,0,0,11
,1500,11,0,0,0,11
,1501,13,0,0,0,13
,1502,13,0,0,0,13
,1503,13,0,0,0,13
,1504,13,0,0,0,13
,1505,13,0,0,0,13
,1506,13,0,0,0,13
,1507,13,0,0,0,13
,1508,13,0,0,0,13
,1509,13,0,0,0,13
,1510,13,0,0,0,13
,1511,13,0,0,0,12
,1512,13,0,0,0,12
,1513,13,0,0,0,12
,1514,13,0,0,0,12
,1515,13,0,0,0,12
,1516,13,0,0,0,12
,1517,13,0,0,0,12
,1518,13,0,0,0,12
,1519,13,0,0,0,12
,1520,13,0,0,0,12
,1521,13,0,0,0,12
,1522,13,0,0,0,12
,1523,13,0,0,0,12
,1524,13,0,0,0,12
,1525,13,0,0,0,12
,1526,13,0,0,0,12
,1527,13,0,0,0,12
,1528,13,0,0,0,12
,1529,13,0,0,0,12
,1530,13,0,0,0,12
,1531,13,0,0,0,12
,1532,13,0,0,0,12
,1533,13,0,0,0,12
,1534,13,0,0,0,12
,1535,13,0,0,0,12
,1536,13,0,0,0,12
,1537,13,0,0,0,12
,1538,13,0,0,0,12
,1539,13,0,0,0,12
,1540,13,0,0,0,12
,1541,13,0,0,0,12
,1542,13,0,0,0,12
,1543,13,0,0,0,12
,1544,13,0,0,0,12
,1545,13,0,0,0,12
,1546,13,0,0,0,12
,1547,13,0,0,0,12
,1548,13,0,0,0,12
,1549,13,0,0,0,12
,1550,13,0,0,0,12
,1551,13,0,0,0,12
,1552,13,0,0,0,12
,1553,13,0,0,0,12
,1554,13,0,0,0,12
,1555,13,0,0,0,12
,1556,13,0,0,0,12
,1557,13,0,0,0,12
,1558,13,0,0,0,12
,1559,13,0,0,0,12
,1560,13,0,0,0,12
,1561,13,0,0,0,12
,1562,13,0,0,0,12
,1563,13,0,0,0,12
,1564,13,0,0,0,12
,1565,13,0,0,0,12
,1566,13,0,0,0,12
,1567,13,0,0,0,12
,1568,13,0,0,0,12
,1569,13,0,0,0,12
,1570,13,0,0,0,12
,1571,13,0,0,0,12
,1572,13,0,0,0,12
,1573,13,0,0,0,12
,1574,13,0,0,0,12
,1575,13,0,0,0,12
,1576,13,0,0,0,12
,1577,13,0,0,0,12
,1578,13,0,0,0,12
,1579,13,0,0,0,12
,1580,13,0,0,0,12
,1581,13,0,0,0,12
,1582,13,0,0,0,12
,1583,13,0,0,0,12
,1584,13,0,0,0,12
,1585,13,0,0,0,12
,1586,13,0,0,0,12
,1587,13,0,0,0,12
,1588,13,0,0,0,12
,1589,13,0,0,0,12
,1590,13,0,0,0,12
,1591,13,0,0,0,12
,1592,13,0,0,0,12
,1593,13,0,0,0,12
,1594,13,0,0,0,12
,1595,13,0,0,0,12
,1596,13,0,0,0,12
,1597,13,0,0,0,12
,1598,13,0,0,0,12
,1599,13,0,0,0,12
,1600,13,0,0,0,12
,1601,13,0,0,0,12
,1602,13,0,0,0,12
,1603,13,0,0,0,12
,1604,13,0,0,0,12
,1605,13,0,0,0,12
,1606,13,0,0,0,12
,1607,13,0,0,0,12
,1608,13,0,0,0,12
,1609,13,0,0,0,12
,1610,13,0,0,0,12
,1611,13,0,0,0,12
,1612,13,0,0,0,12
,1613,13,0,0,0,12
,1614,13,0,0,0,12
,1615,13,0,0,0,12
,1616,13,0,0,0,12
,1617,13,0,0,0,12
,1618,13,0,0,0,12
,1619,13,0,0,0,12
,1620,13,0,0,0,12
,1621,13,0,0,0,12
,1622,13,0,0,0,12
,1623,13,0,0,0,12
,1624,13,0,0,0,12
,1625,13,0,0,0,12
,1626,13,0,0,0,12
,1627,13,0,0,0,12
,1628,13,0,0,0,12
,1629,13,0,0,0,12
,1630,13,0,0,0,12
,1631,13,0,0,0,12
,1632,13,0,0,0,12
,1633,13,0,0,0,12
,1634,13,0,0,0,12
,1635,13,0,0,0,12
,1636,13,0,0,0,12
,1637,13,0,0,0,12
,1638,13,0,0,0,12
,1639,13,0,0,0,12
,1640,13,0,0,0,12
,1641,13,0,0,0,12
,1642,13,0,0,0,12
,1643,13,0,0,0,12
,1644,13,0,0,0,12
,1645,13,0,0,0,12
,1646,13,0,0,0,12
,1647,13,0,0,0,12
,1648,13,0,0,0,12
,1649,13,0,0,0,12
,1650,13,0,0,0,12
,1651,13,0,0,0,12
,1652,13,0,0,0,12
,1653,13,0,0,0,12
,1654,13,0,0,0,12
,1655,13,0,0,0,12
,1656,13,0,0,0,12
,1657,13,0,0,0,12
,1658,13,0,0,0,12
,1659,13,0,0,0,12
,1660,13,0,0,0,12
,1661,13,0,0,0,12
,1662,13,0,0,0,12
,1663,13,0,0,0,12
,1664,13,0,0,0,12
,1665,13,0,0,0,12
,1666,13,0,0,0,12
,1667,13,0,0,0,12
,1668,13,0,0,0,12
,1669,13,0,0,0,12
,1670,13,0,0,0,12
,1671,13,0,0,0,12
,1672,13,0,0,0,12
,1673,13,0,0,0,12
,1674,13,0,0,0,12
,1675,13,0,0,0,12
,1676,13,0,0,0,12
,1677,13,0,0,0,12
,1678,13,0,0,0,12
,1679,13,0,0,0,12
,1680,13,0,0,0,12
,1681,13,0,0,0,12
,1682,13,0,0,0,12
,1683,13,0,0,0,12
,1684,13,0,0,0,12
,1685,13,0,0,0,12
,1686,13,0,0,0,12
,1687,13,0,0,0,12
,1688,13,0,0,0,12
,1689,13,0,0,0,12
,1690,13,0,0,0,12
,1691,13,0,0,0,12
,1692,13,0,0,0,12
,1693,13,0,0,0,12
,1694,13,0,0,0,12
,1695,13,0,0,0,12
,1696,13,0,0,0,12
,1697,13,0,0,0,12
,1698,13,0,0,0,12
,1699,13,0,0,0,12
,1700,13,0,0,0,12
,1701,13,0,0,0,12
,1702,13,0,0,0,12
,1703,13,0,0,0,12
,1704,13,0,0,0,12
,1705,13,0,0,0,12
,1706,13,0,0,0,12
,1707,13,0,0,0,12
,1708,13,0,0,0,12
,1709,13,0,0,0,12
,1710,13,0,0,0,12
,1711,13,0,0,0,12
,1712,13,0,0,0,12
,1713,13,0,0,0,12
,1714,13,0,0,0,12
,1715,13,0,0,0,12
,1716,13,0,0,0,12
,1717,13,0,0,0,12
,1718,13,0,0,0,12
,1719,13,0,0,0,12
,1720,13,0,0,0,12
,1721,13,0,0,0,12
,1722,13,0,0,0,12
,1723,13,0,0,0,12
,1724,13,0,0,0,12
,1725,13,0,0,0,12
,1726,13,0,0,0,12
,1727,13,0,0,0,12
,1728,13,0,0,0,12
,1729,13,0,0,0,12
,1730,13,0,0,0,12
,1731,13,0,0,0,12
,1732,13,0,0,0,12
,1733,13,0,0,0,12
,1734,13,0,0,0,12
,1735,13,0,0,0,12
,1736,13,0,0,0,12
,1737,13,0,0,0,12
,1738,13,0,0,0,12
,1739,13,0,0,0,12
,1740,13,0,0,0,12
,1741,13,0,0,0,12
,1742,13,0,0,0,12
,1743,13,0,0,0,12
,1744,13,0,0,0,12
,1745,13,0,0,0,12
,1746,13,0,0,0,12
,1747,13,0,0,0,12
,1748,13,0,0,0,12
,1749,13,0,0,0,12
,1750,13,0,0,0,12
,1751,13,0,0,0,12
,1752,13,0,0,0,12
,1753,13,0,0,0,12
,1754,13,0,0,0,12
,1755,13,0,0,0,12
,1756,13,0,0,0,12
,1757,13,0,0,0,12
,1758,13,0,0,0,12
,1759,13,0,0,0,12
,1760,13,0,0,0,12
,1761,13,0,0,0,12
,1762,13,0,0,0,12
,1763,13,0,0,0,12
,1764,13,0,0,0,12
,1765,13,0,0,0,12
,1766,13,0,0,0,12
,1767,13,0,0,0,12
,1768,13,0,0,0,12
,1769,13,0,0,0,12
,1770,13,0,0,0,12
,1771,13,0,0,0,12
,1772,13,0,0,0,12
,1773,13,0,0,0,12
,1774,13,0,0,0,12
,1775,13,0,0,0,12
,1776,13,0,0,0,12
,1777,13,0,0,0,12
,1778,13,0,0,0,12
,1779,13,0,0,0,12
,1780,13,0,0,0,12
,1781,13,0,0,0,12
,1782,13,0,0,0,12
,1783,13,0,0,0,12
,1784,13,0,0,0,12
,1785,13,0,0,0,12
,1786,13,0,0,0,12
,1787,13,0,0,0,12
,1788,13,0,0,0,12
,1789,13,0,0,0,12
,1790,13,0,0,0,12
,1791,13,0,0,0,12
,1792,13,0,0,0,12
,1793,13,0,0,0,12
,1794,13,0,0,0,12
,1795,13,0,0,0,12
,1796,13,0,0,0,12
,1797,13,0,0,0,12
,1798,13,0,0,0,12
,1799,13,0,0,0,12
,1800,13,0,0,0,12
,1801,13,0,0,0,12
,1802,13,0,0,0,12
,1803,13,0,0,0,12
,1804,13,0,0,0,12
,1805,13,0,0,0,12
,1806,13,0,0,0,12
,1807,13,0,0,0,12
,1808,13,0,0,0,12
,1809,13,0,0,0,12
,1810,13,0,0,0,12
,1811,13,0,0,0,12
,1812,13,0,0,0,12
,1813,13,0,0,0,12
,1814,13,0,0,0,12
,1815,13,0,0,0,12
,1816,13,0,0,0,12
,1817,13,0,0,0,12
,1818,13,0,0,0,12
,1819,13,0,0,0,12
,1820,13,0,0,0,12
,1821,13,0,0,0,12
,1822,13,0,0,0,12
,1823,13,0,0,0,12
,1824,13,0,0,0,12
,1825,13,0,0,0,12
,1826,13,0,0,0,12
,1827,13,0,0,0,12
,1828,13,0,0,0,12
,1829,13,0,0,0,12
,1830,13,0,0,0,12
,1831,13,0,0,0,12
,1832,13,0,0,0,12
,1833,13,0,0,0,12
,1834,13,0,0,0,12
,1835,13,0,0,0,12
,1836,13,0,0,0,12
,1837,13,0,0,0,12
,1838,13,0,0,0,12
,1839,13,0,0,0,12
,1840,13,0,0,0,12
,1841,13,0,0,0,12
,1842,13,0,0,0,12
,1843,13,0,0,0,12
,1844,13,0,0,0,12
,1845,13,0,0,0,12
,1846,13,0,0,0,12
,1847,13,0,0,0,12
,1848,13,0,0,0,12
,1849,13,0,0,0,12
,1850,13,0,0,0,12
,1851,13,0,0,0,12
,1852,13,0,0,0,12
,1853,13,0,0,0,12
,1854,13,0,0,0,12
,1855,13,0,0,0,12
,1856,13,0,0,0,12
,1857,13,0,0,0,12
,1858,13,0,0,0,12
,1859,13,0,0,0,12
,1860,13,0,0,0,12
,1861,13,0,0,0,12
,1862,13,0,0,0,12
,1863,13,0,0,0,12
,1864,13,0,0,0,12
,1865,13,0,0,0,12
,1866,13,0,0,0,12
,1867,13,0,0,0,12
,1868,13,0,0,0,12
,1869,13,0,0,0,12
,1870,13,0,0,0,12
,1871,13,0,0,0,12
,1872,13,0,0,0,12
,1873,13,0,0,0,12
,1874,13,0,0,0,12
,1875,13,0,0,0,12
,1876,13,0,0,0,12
,1877,13,0,0,0,12
,1878,13,0,0,0,12
,1879,13,0,0,0,12
,1880,13,0,0,0,12
,1881,13,0,0,0,12
,1882,13,0,0,0,12
,1883,13,0,0,0,12
,1884,13,0,0,0,12
,1885,13,0,0,0,12
,1886,13,0,0,0,12
,1887,13,0,0,0,12
,1888,13,0,0,0,12
,1889,13,0,0,0,12
,1890,13,0,0,0,12
,1891,13,0,0,0,12
,1892,13,0,0,0,12
,1893,13,0,0,0,12
,1894,13,0,0,0,12
,1895,13,0,0,0,12
,1896,13,0,0,0,12
,1897,13,0,0,0,12
,1898,13,0,0,0,12
,1899,13,0,0,0,12
,1900,13,0,0,0,12
,1901,13,0,0,0,12
,1902,13,0,0,0,12
,1903,13,0,0,0,12
,1904,13,0,0,0,12
,1905,13,0,0,0,12
,1906,13,0,0,0,12
,1907,13,0,0,0,12
,1908,13,0,0,0,12
,1909,13,0,0,0,12
,1910,13,0,0,0,12
,1911,13,0,0,0,12
,1912,13,0,0,0,12
,1913,13,0,0,0,12
,1914,13,0,0,0,12
,1915,13,0,0,0,12
,1916,13,0,0,0,12
,1917,13,0,0,0,12
,1918,13,0,0,0,12
,1919,13,0,0,0,12
,1920,13,0,0,0,12
,1921,13,0,0,0,12
,1922,13,0,0,0,12
,1923,13,0,0,0,12
,1924,13,0,0,0,12
,1925,13,0,0,0,12
,1926,13,0,0,0,12
,1927,13,0,0,0,12
,1928,13,0,0,0,12
,1929,13,0,0,0,12
,1930,13,0,0,0,12
,1931,13,0,0,0,12
,1932,13,0,0,0,12
,1933,13,0,0,0,12
,1934,13,0,0,0,12
,1935,13,0,0,0,12
,1936,13,0,0,0,12
,1937,13,0,0,0,12
,1938,13,0,0,0,12
,1939,13,0,0,0,12
,1940,13,0,0,0,12
,1941,13,0,0,0,12
,1942,13,0,0,0,12
,1943,13,0,0,0,12
,1944,13,0,0,0,12
,1945,13,0,0,0,12
,1946,13,0,0,0,12
,1947,13,0,0,0,12
,1948,13,0,0,0,12
,1949,13,0,0,0,12
,1950,13,0,0,0,12
,1951,13,0,0,0,12
,1952,13,0,0,0,12
,1953,13,0,0,0,12
,1954,13,0,0,0,12
,1955,13,0,0,0,12
,1956,13,0,0,0,12
,1957,13,0,0,0,12
,1958,13,0,0,0,12
,1959,13,0,0,0,12
,1960,13,0,0,0,12
,1961,13,0,0,0,12
,1962,13,0,0,0,12
,1963,13,0,0,0,12
,1964,13,0,0,0,12
,1965,13,0,0,0,12
,1966,13,0,0,0,12
,1967,13,0,0,0,12
,1968,13,0,0,0,12
,1969,13,0,0,0,12
,1970,13,0,0,0,12
,1971,13,0,0,0,12
,1972,13,0,0,0,12
,1973,13,0,0,0,12
,1974,13,0,0,0,12
,1975,13,0,0,0,12
,1976,13,0,0,0,12
,1977,13,0,0,0,12
,1978,13,0,0,0,12
,1979,13,0,0,0,12
,1980,13,0,0,0,12
,1981,13,0,0,0,12
,1982,13,0,0,0,12
,1983,13,0,0,0,12
,1984,13,0,0,0,12
,1985,13,0,0,0,12
,1986,13,0,0,0,12
,1987,13,0,0,0,12
,1988,13,0,0,0,12
,1989,13,0,0,0,12
,1990,13,0,0,0,12
,1991,13,0,0,0,12
,1992,13,0,0,0,12
,1993,13,0,0,0,12
,1994,13,0,0,0,12
,1995,13,0,0,0,12
,1996,13,0,0,0,12
,1997,13,0,0,0,12
,1998,13,0,0,0,12
,1999,13,0,0,0,12
,2000,13,0,0,0,11
